Ligand,Binding Energy,Intermol Energy,Internal Energy,Torsional Energy,Unbound Energy,RMSD
6gpo_macro_cmp,-5.03,-5.93,-0.62,0.89,-0.62,4.65
6gpo_macro_cmp,-4.98,-5.88,-0.85,0.89,-0.85,4.65
6gpo_macro_cmp,-4.77,-5.67,-0.96,0.89,-0.96,4.66
6gpo_macro_cmp,-5.0,-5.9,-0.87,0.89,-0.87,4.66
6gpo_macro_cmp,-5.05,-5.95,-0.78,0.89,-0.78,4.67
6gpo_macro_cmp,-4.96,-5.86,-0.64,0.89,-0.64,4.67
6gpo_macro_cmp,-4.98,-5.87,-0.89,0.89,-0.89,4.67
6gpo_macro_cmp,-5.03,-5.93,-0.91,0.89,-0.91,4.67
6gpo_macro_cmp,-3.64,-4.53,-1.54,0.89,-1.54,4.68
6gpo_macro_cmp,-4.97,-5.86,-0.93,0.89,-0.93,4.68
6gpo_macro_cmp,-5.07,-5.96,-0.85,0.89,-0.85,4.68
6gpo_macro_cmp,-4.96,-5.86,-0.94,0.89,-0.94,4.68
6gpo_macro_cmp,-4.97,-5.87,-0.94,0.89,-0.94,4.69
6gpo_macro_cmp,-4.91,-5.8,-0.95,0.89,-0.95,4.69
6gpo_macro_cmp,-4.97,-5.87,-0.95,0.89,-0.95,4.69
6gpo_macro_cmp,-4.17,-5.06,-1.0,0.89,-1.0,4.69
6gpo_macro_cmp,-4.71,-5.61,-0.98,0.89,-0.98,4.7
6gpo_macro_cmp,-5.06,-5.95,-0.89,0.89,-0.89,4.7
6gpo_macro_cmp,-3.57,-4.46,-1.44,0.89,-1.44,4.7
6gpo_macro_cmp,-4.95,-5.85,-0.95,0.89,-0.95,4.71
6gpo_macro_cmp,-3.73,-4.63,-1.5,0.89,-1.5,4.71
6gpo_macro_cmp,-4.93,-5.83,-0.93,0.89,-0.93,4.72
6gpo_macro_cmp,-4.71,-5.6,-0.92,0.89,-0.92,4.72
6gpo_macro_cmp,-3.75,-4.65,-1.51,0.89,-1.51,4.72
6gpo_macro_cmp,-5.04,-5.94,-0.93,0.89,-0.93,4.72
6gpo_macro_cmp,-4.0,-4.9,-1.3,0.89,-1.3,4.73
6gpo_macro_cmp,-4.62,-5.51,-0.92,0.89,-0.92,4.74
6gpo_macro_cmp,-5.01,-5.91,-0.95,0.89,-0.95,4.74
6gpo_macro_cmp,-4.92,-5.82,-0.93,0.89,-0.93,4.74
6gpo_macro_cmp,-4.54,-5.43,-0.91,0.89,-0.91,4.75
6gpo_macro_cmp,-4.95,-5.85,-0.94,0.89,-0.94,4.75
6gpo_macro_cmp,-4.96,-5.86,-0.95,0.89,-0.95,4.75
6gpo_macro_cmp,-4.89,-5.78,-0.61,0.89,-0.61,4.75
6gpo_macro_cmp,-4.78,-5.67,-0.93,0.89,-0.93,4.75
6gpo_macro_cmp,-4.84,-5.73,-0.85,0.89,-0.85,4.76
6gpo_macro_cmp,-4.91,-5.8,-0.96,0.89,-0.96,4.76
6gpo_macro_cmp,-4.93,-5.83,-0.94,0.89,-0.94,4.76
6gpo_macro_cmp,-4.69,-5.59,-0.92,0.89,-0.92,4.76
6gpo_macro_cmp,-4.77,-5.66,-0.93,0.89,-0.93,4.76
6gpo_macro_cmp,-5.06,-5.95,-0.89,0.89,-0.89,4.76
6gpo_macro_cmp,-5.14,-6.04,-0.32,0.89,-0.32,4.76
6gpo_macro_cmp,-4.74,-5.64,-0.97,0.89,-0.97,4.76
6gpo_macro_cmp,-4.92,-5.82,-0.94,0.89,-0.94,4.77
6gpo_macro_cmp,-5.41,-6.3,-0.39,0.89,-0.39,4.78
6gpo_macro_cmp,-4.83,-5.73,-0.95,0.89,-0.95,4.78
6gpo_macro_cmp,-4.99,-5.88,-0.85,0.89,-0.85,4.79
6gpo_macro_cmp,-4.92,-5.82,-0.95,0.89,-0.95,4.79
6gpo_macro_cmp,-4.91,-5.8,-0.96,0.89,-0.96,4.79
6gpo_macro_cmp,-4.96,-5.85,-0.85,0.89,-0.85,4.8
6gpo_macro_cmp,-5.0,-5.89,-0.96,0.89,-0.96,4.8
6gpo_macro_cmp,-5.42,-6.32,-0.4,0.89,-0.4,4.8
6gpo_macro_cmp,-4.96,-5.85,-0.94,0.89,-0.94,4.8
6gpo_macro_cmp,-4.49,-5.38,-0.92,0.89,-0.92,4.8
6gpo_macro_cmp,-4.3,-5.2,-0.84,0.89,-0.84,4.81
6gpo_macro_cmp,-4.97,-5.87,-0.93,0.89,-0.93,4.81
6gpo_macro_cmp,-5.08,-5.98,-0.81,0.89,-0.81,4.82
6gpo_macro_cmp,-5.14,-6.04,-0.69,0.89,-0.69,4.82
6gpo_macro_cmp,-5.25,-6.14,-0.67,0.89,-0.67,4.83
6gpo_macro_cmp,-4.88,-5.78,-0.91,0.89,-0.91,4.83
6gpo_macro_cmp,-4.69,-5.58,-0.97,0.89,-0.97,4.83
6gpo_macro_cmp,-4.99,-5.88,-0.43,0.89,-0.43,4.84
6gpo_macro_cmp,-5.14,-6.03,-0.77,0.89,-0.77,4.84
6gpo_macro_cmp,-5.36,-6.25,-0.43,0.89,-0.43,4.84
6gpo_macro_cmp,-4.92,-5.82,-0.94,0.89,-0.94,4.84
6gpo_macro_cmp,-5.2,-6.09,-0.68,0.89,-0.68,4.84
6gpo_macro_cmp,-4.94,-5.83,-0.95,0.89,-0.95,4.84
6gpo_macro_cmp,-5.05,-5.95,-0.73,0.89,-0.73,4.84
6gpo_macro_cmp,-5.17,-6.07,-0.76,0.89,-0.76,4.84
6gpo_macro_cmp,-5.06,-5.95,-0.8,0.89,-0.8,4.85
6gpo_macro_cmp,-5.24,-6.14,-0.28,0.89,-0.28,4.85
6gpo_macro_cmp,-4.97,-5.87,-0.37,0.89,-0.37,4.85
6gpo_macro_cmp,-5.1,-5.99,-0.84,0.89,-0.84,4.85
6gpo_macro_cmp,-4.83,-5.73,-0.43,0.89,-0.43,4.85
6gpo_macro_cmp,-4.99,-5.89,-0.95,0.89,-0.95,4.85
6gpo_macro_cmp,-5.01,-5.9,-0.43,0.89,-0.43,4.86
6gpo_macro_cmp,-5.06,-5.96,-0.41,0.89,-0.41,4.86
6gpo_macro_cmp,-3.87,-4.77,-0.93,0.89,-0.93,4.86
6gpo_macro_cmp,-4.99,-5.88,-0.72,0.89,-0.72,4.86
6gpo_macro_cmp,-4.78,-5.67,-0.93,0.89,-0.93,4.87
6gpo_macro_cmp,-5.03,-5.93,-0.94,0.89,-0.94,4.87
6gpo_macro_cmp,-5.04,-5.93,-0.31,0.89,-0.31,4.87
6gpo_macro_cmp,-5.06,-5.95,-0.91,0.89,-0.91,4.88
6gpo_macro_cmp,-5.02,-5.91,-0.95,0.89,-0.95,4.89
6gpo_macro_cmp,-3.96,-4.85,-0.97,0.89,-0.97,4.9
6gpo_macro_cmp,-3.91,-4.8,-0.96,0.89,-0.96,4.9
6gpo_macro_cmp,-5.0,-5.9,-0.87,0.89,-0.87,4.9
6gpo_macro_cmp,-4.98,-5.87,-0.93,0.89,-0.93,4.9
6gpo_macro_cmp,-5.06,-5.95,-0.95,0.89,-0.95,4.9
6gpo_macro_cmp,-4.97,-5.87,-0.94,0.89,-0.94,4.9
6gpo_macro_cmp,-4.99,-5.89,-0.93,0.89,-0.93,4.9
6gpo_macro_cmp,-4.41,-5.3,-0.97,0.89,-0.97,4.9
6gpo_macro_cmp,-4.99,-5.88,-0.95,0.89,-0.95,4.91
6gpo_macro_cmp,-5.0,-5.89,-0.94,0.89,-0.94,4.91
6gpo_macro_cmp,-4.97,-5.87,-0.93,0.89,-0.93,4.92
6gpo_macro_cmp,-4.99,-5.89,-0.91,0.89,-0.91,4.93
6gpo_macro_cmp,-3.99,-4.88,-0.94,0.89,-0.94,4.93
6gpo_macro_cmp,-4.91,-5.81,-0.94,0.89,-0.94,4.93
6gpo_macro_cmp,-5.3,-6.2,-0.33,0.89,-0.33,4.95
6gpo_macro_cmp,-4.96,-5.86,-0.94,0.89,-0.94,4.95
6gpo_macro_cmp,-4.67,-5.57,-0.92,0.89,-0.92,4.97
6gpo_macro_cmp,-4.45,-5.35,-0.96,0.89,-0.96,4.98
6gpo_macro_cmp,-4.04,-4.94,-1.07,0.89,-1.07,4.99
6gpo_macro_cmp,-5.35,-6.24,-0.29,0.89,-0.29,4.99
6gpo_macro_cmp,-3.4,-4.29,-1.58,0.89,-1.58,5.0
